train/loss,epoch,train/recon_error,step,val/loss,val/recon_error
2.4345297813415527,0,1.0576311349868774,49,,
1.6650967597961426,0,0.6004718542098999,99,,
1.214408040046692,0,0.4348544180393219,149,,
,0,,188,7.88806676864624,0.7006575465202332
