train/recon_error,step,epoch,train/loss,val/loss,val/recon_error
1.0427613258361816,49,0,1.966628074645996,,
0.7801522612571716,99,0,1.7135348320007324,,
0.4317784011363983,149,0,1.4308079481124878,,
,189,0,,8.708009719848633,1.1652551889419556
