epoch,step,train/recon_error,train/loss,val/recon_error,val/loss
0,49,1.0879406929016113,2.0238518714904785,,
0,99,0.8738760948181152,1.8547320365905762,,
0,149,0.5443410277366638,1.7507908344268799,,
0,187,,,0.623333752155304,8.650869369506836
1,199,0.36065155267715454,1.8581552505493164,,
1,249,0.2835768759250641,1.8821518421173096,,
1,299,0.26420164108276367,2.001462459564209,,
1,349,0.23576214909553528,1.9608453512191772,,
1,375,,,0.5289312601089478,6.500749111175537
2,399,0.20484863221645355,1.785542607307434,,
2,449,0.20996104180812836,1.7104305028915405,,
2,499,0.21497617661952972,1.7083953619003296,,
2,549,0.2124628722667694,1.7646666765213013,,
2,563,,,0.6243651509284973,8.15229606628418
3,599,0.1935650259256363,1.9017409086227417,,
3,649,0.21218213438987732,1.9334518909454346,,
3,699,0.19508083164691925,1.7849323749542236,,
3,749,0.1802806407213211,1.6908570528030396,,
3,751,,,0.5797479748725891,9.690390586853027
4,799,0.20527797937393188,1.776789665222168,,
4,849,0.1901470273733139,1.8922241926193237,,
4,899,0.17702089250087738,1.8250828981399536,,
4,939,,,0.6490004658699036,8.55424976348877
5,949,0.18778228759765625,1.9302362203598022,,
5,999,0.16986513137817383,1.7720495462417603,,
5,1049,0.17070770263671875,1.8316923379898071,,
5,1099,0.17995978891849518,1.9006237983703613,,
5,1127,,,0.620414137840271,7.693056583404541
6,1149,0.16904258728027344,1.8126885890960693,,
6,1199,0.1845570206642151,2.0144009590148926,,
6,1249,0.1594391167163849,1.8114173412322998,,
6,1299,0.1605752855539322,2.0931243896484375,,
6,1315,,,0.6630082726478577,7.738727569580078
7,1349,0.150259330868721,1.8520739078521729,,
7,1399,0.14204157888889313,1.7777639627456665,,
7,1449,0.1521931290626526,1.6764769554138184,,
7,1499,0.14600394666194916,1.6064931154251099,,
7,1503,,,0.5907267332077026,5.36019229888916
8,1549,0.15117578208446503,1.7160016298294067,,
8,1599,0.1412203162908554,1.5292091369628906,,
8,1649,0.14797157049179077,1.5064711570739746,,
8,1691,,,0.3652832508087158,3.254005193710327
9,1699,0.15679968893527985,1.402523159980774,,
9,1749,0.1458544284105301,1.4518659114837646,,
9,1799,0.12556909024715424,1.2284767627716064,,
9,1849,0.12615126371383667,1.0842721462249756,,
9,1879,,,0.363579660654068,2.3708667755126953
10,1899,0.1437940150499344,1.089404582977295,,
10,1949,0.12621790170669556,1.2276523113250732,,
10,1999,0.1300216019153595,1.0338270664215088,,
10,2049,0.1165669858455658,0.9681477546691895,,
10,2067,,,0.25539571046829224,1.463851809501648
11,2099,0.12050768733024597,0.8964626789093018,,
11,2149,0.11545278131961823,0.7600757479667664,,
11,2199,0.12613129615783691,0.7355307936668396,,
11,2249,0.1160551980137825,0.7871042490005493,,
11,2255,,,0.28178951144218445,1.5462929010391235
12,2299,0.12300678342580795,0.8003180027008057,,
12,2349,0.10684453696012497,0.69983971118927,,
12,2399,0.10724620521068573,0.6711945533752441,,
12,2443,,,0.19552816450595856,1.1493113040924072
13,2449,0.11567562073469162,0.7956144213676453,,
13,2499,0.10765836387872696,0.7241007089614868,,
13,2549,0.10135913640260696,0.6143998503684998,,
13,2599,0.0946679562330246,0.6407245397567749,,
13,2631,,,0.1657627671957016,0.926569402217865
14,2649,0.09976228326559067,0.5844764113426208,,
14,2699,0.10612651705741882,0.5962738990783691,,
14,2749,0.10125168412923813,0.5903418064117432,,
14,2799,0.1107417643070221,0.7166543006896973,,
14,2819,,,0.15577182173728943,1.078926682472229
15,2849,0.12095068395137787,0.6505634784698486,,
15,2899,0.0910128727555275,0.5278688073158264,,
15,2949,0.11742515116930008,0.7303867340087891,,
15,2999,0.11078214645385742,0.6295024752616882,,
15,3007,,,0.16589443385601044,1.0964360237121582
16,3049,0.10673271864652634,0.744347870349884,,
16,3099,0.11778085678815842,0.7265597581863403,,
16,3149,0.10393932461738586,0.5928605198860168,,
16,3195,,,0.16886557638645172,1.243521809577942
17,3199,0.10445426404476166,0.6253889799118042,,
17,3249,0.10274049639701843,0.5261325836181641,,
