epoch,step,train/recon_error,train/loss,val/recon_error,val/loss
17,3299,0.10719409584999084,0.5464192032814026,,
17,3349,0.0964219868183136,0.6134765148162842,,
17,3383,,,0.1632993370294571,0.9595665335655212
18,3399,0.10899996757507324,0.534246563911438,,
18,3449,0.11859308183193207,0.8176190853118896,,
18,3499,0.10813098400831223,0.5099897384643555,,
18,3549,0.09033414721488953,0.49053364992141724,,
18,3571,,,0.1781207174062729,1.1409775018692017
19,3599,0.11383583396673203,0.500365674495697,,
19,3649,0.11740770190954208,0.5404831767082214,,
19,3699,0.115653857588768,0.45284610986709595,,
19,3749,0.09632056206464767,0.4953455328941345,,
19,3759,,,0.17821680009365082,1.1493654251098633
20,3799,0.10531952977180481,0.5903506278991699,,
20,3849,0.09158963710069656,0.5093223452568054,,
20,3899,0.09260962903499603,0.501930296421051,,
20,3947,,,0.16942718625068665,0.8897725343704224
21,3949,0.09499458223581314,0.45634615421295166,,
21,3999,0.09445323050022125,0.531529426574707,,
21,4049,0.10077866911888123,0.4090164601802826,,
21,4099,0.09505973756313324,0.41809290647506714,,
21,4135,,,0.15344230830669403,0.9789719581604004
22,4149,0.09754154831171036,0.45754510164260864,,
22,4199,0.09125557541847229,0.46207478642463684,,
22,4249,0.0971716120839119,0.3770653307437897,,
22,4299,0.09391418844461441,0.46918585896492004,,
22,4323,,,0.1623721420764923,0.8824812173843384
23,4349,0.0910794585943222,0.37044090032577515,,
23,4399,0.09308454394340515,0.4005390703678131,,
23,4449,0.09495793282985687,0.5105412602424622,,
23,4499,0.09614434093236923,0.4917865991592407,,
23,4511,,,0.15504388511180878,0.8102315068244934
24,4549,0.10437411069869995,0.4885449707508087,,
24,4599,0.0941661149263382,0.3687489628791809,,
24,4649,0.08627909421920776,0.4574882984161377,,
24,4699,0.09500634670257568,0.44037947058677673,,
24,4699,,,0.16528239846229553,0.8367762565612793
25,4749,0.09303858876228333,0.40048304200172424,,
25,4799,0.08756870776414871,0.28362417221069336,,
25,4849,0.08997351676225662,0.3017597496509552,,
25,4887,,,0.16388213634490967,0.9293393492698669
26,4899,0.0941525250673294,0.47699302434921265,,
26,4949,0.1001005694270134,0.4743814170360565,,
26,4999,0.08355195820331573,0.34936094284057617,,
26,5049,0.09818854928016663,0.5228995084762573,,
26,5075,,,0.18297670781612396,0.743925929069519
27,5099,0.10492949932813644,0.39309877157211304,,
27,5149,0.08849550038576126,0.3153495788574219,,
27,5199,0.09080646187067032,0.28342780470848083,,
27,5249,0.08935083448886871,0.3449549078941345,,
27,5263,,,0.1756698042154312,0.5870953798294067
28,5299,0.11981641501188278,0.47691774368286133,,
28,5349,0.0911664366722107,0.27675849199295044,,
28,5399,0.09852872788906097,0.31326767802238464,,
28,5449,0.09146237373352051,0.274192214012146,,
28,5451,,,0.1717280000448227,0.6760568618774414
29,5499,0.09244683384895325,0.24357570707798004,,
29,5549,0.11241702735424042,0.29759299755096436,,
29,5599,0.09098878502845764,0.27453598380088806,,
29,5639,,,0.18929381668567657,0.7462446093559265
