train/recon_error,step,epoch,train/loss,val/loss,val/recon_error
1.0330603122711182,49,0,2.179029703140259,,
0.7874882221221924,99,0,1.8819327354431152,,
0.47553056478500366,149,0,1.598811149597168,,
,184,0,,7.606227874755859,0.9054099917411804
