step,epoch,train/recon_error,train/loss,val/recon_error,val/loss
49,0,0.969153106212616,1.996079444885254,,
99,0,0.644665002822876,1.8883554935455322,,
149,0,0.4791797399520874,2.2129743099212646,,
182,0,,,0.5607051849365234,12.968836784362793
199,1,0.38359373807907104,2.3425540924072266,,
249,1,0.32524794340133667,2.8170177936553955,,
299,1,0.28908130526542664,3.5432536602020264,,
349,1,0.2873411774635315,4.050424575805664,,
365,1,,,0.7370844483375549,26.166088104248047
399,2,0.2511241137981415,4.855299472808838,,
449,2,0.24300338327884674,5.695695877075195,,
499,2,0.23972095549106598,6.360911846160889,,
548,2,,,0.8753570318222046,39.96918869018555
549,3,0.2683379054069519,7.70707368850708,,
599,3,0.23832553625106812,8.129587173461914,,
649,3,0.2290438860654831,9.273592948913574,,
699,3,0.21606533229351044,9.524856567382812,,
731,3,,,0.8622380495071411,45.021575927734375
749,4,0.20980975031852722,10.530522346496582,,
799,4,0.21319638192653656,11.315649032592773,,
849,4,0.21719695627689362,12.10246753692627,,
899,4,0.17725327610969543,12.579337120056152,,
914,4,,,0.959520697593689,54.95002746582031
949,5,0.18149134516716003,12.356943130493164,,
999,5,0.194050133228302,14.952248573303223,,
1049,5,0.168645441532135,14.785322189331055,,
1097,5,,,1.1063928604125977,90.02550506591797
1099,6,0.17110271751880646,15.245742797851562,,
1149,6,0.1748540848493576,14.641619682312012,,
1199,6,0.16729232668876648,16.392051696777344,,
1249,6,0.1922420859336853,18.452224731445312,,
1280,6,,,0.7461957335472107,70.80525207519531
1299,7,0.1849316507577896,19.03348731994629,,
1349,7,0.1965600699186325,20.011615753173828,,
1399,7,0.18151694536209106,18.18877410888672,,
1449,7,0.17269839346408844,21.44724464416504,,
1463,7,,,0.47095564007759094,123.90302276611328
1499,8,0.16236716508865356,20.211896896362305,,
1549,8,0.17267711460590363,23.108774185180664,,
1599,8,0.1611020565032959,24.848974227905273,,
1646,8,,,0.754816472530365,148.98550415039062
1649,9,0.1524936407804489,28.157611846923828,,
1699,9,0.16876323521137238,28.7387638092041,,
1749,9,0.17445071041584015,26.424198150634766,,
1799,9,0.15556345880031586,29.808837890625,,
1829,9,,,0.7727034687995911,123.86345672607422
1849,10,0.16900300979614258,32.354984283447266,,
1899,10,0.1726723313331604,35.67291259765625,,
1949,10,0.18248513340950012,32.93214416503906,,
1999,10,0.17936410009860992,38.351295471191406,,
2012,10,,,0.6742647886276245,200.81631469726562
