epoch,train/loss,step,train/recon_error,val/loss,val/recon_error
0,2.1534719467163086,49,1.074033498764038,,
0,1.7728632688522339,99,0.8205431699752808,,
0,1.2525103092193604,149,0.44295692443847656,,
0,,158,,5.4684271812438965,0.680626630783081
