epoch,train/loss,step,train/recon_error,val/loss,val/recon_error
0,2.2437937259674072,49,1.05662202835083,,
0,1.953574776649475,99,0.7344197034835815,,
0,1.437587022781372,149,0.3890545666217804,,
0,,187,,5.4157586097717285,0.652740478515625
