train/loss,epoch,train/recon_error,step,val/loss,val/recon_error
2.1266627311706543,0,1.024141788482666,49,,
1.8357985019683838,0,0.7952210903167725,99,,
,0,,128,7.285274505615234,0.5392801761627197
