epoch,train/loss,step,train/recon_error,val/loss,val/recon_error
0,2.10764741897583,49,1.0459814071655273,,
0,1.7223113775253296,99,0.8036108016967773,,
0,,128,,5.6211042404174805,0.7426393628120422
