train/loss,epoch,train/recon_error,step,val/loss,val/recon_error
2.233285903930664,0,1.075053334236145,49,,
1.6210343837738037,0,0.6683794856071472,99,,
1.0151368379592896,0,0.4102562665939331,149,,
,0,,158,4.371695518493652,1.0258995294570923
