epoch,step,train/recon_error,train/loss,val/recon_error,val/loss
0,49,1.0489675998687744,2.0213708877563477,,
0,99,0.7765114903450012,1.9674410820007324,,
0,149,0.5805047154426575,2.268411636352539,,
0,180,,,0.8579740524291992,14.986448287963867
1,199,0.4739946722984314,2.758310556411743,,
1,249,0.3700062334537506,3.4525091648101807,,
1,299,0.2969475984573364,4.325762748718262,,
1,349,0.3169082701206207,5.153583526611328,,
1,361,,,0.8661003708839417,16.216751098632812
2,399,0.3189474940299988,5.87406587600708,,
2,449,0.2771240174770355,7.105489730834961,,
2,499,0.2727401554584503,7.751873016357422,,
2,542,,,1.108200192451477,25.982912063598633
3,549,0.2854302227497101,9.043872833251953,,
3,599,0.2468329519033432,9.341597557067871,,
3,649,0.23635928332805634,10.579376220703125,,
3,699,0.2419482320547104,11.313376426696777,,
3,723,,,1.021113395690918,34.51872253417969
4,749,0.22845309972763062,11.416540145874023,,
4,799,0.25473228096961975,12.02376937866211,,
4,849,0.2256591022014618,12.976641654968262,,
4,899,0.22618559002876282,14.02719783782959,,
4,904,,,0.9425806403160095,41.196407318115234
5,949,0.2364335060119629,14.893011093139648,,
5,999,0.2336643487215042,14.318442344665527,,
5,1049,0.2516372501850128,14.914982795715332,,
5,1085,,,1.107905387878418,56.22562026977539
6,1099,0.20640338957309723,13.758550643920898,,
6,1149,0.1947832852602005,14.978228569030762,,
6,1199,0.2246541529893875,14.243400573730469,,
6,1249,0.22055377066135406,17.225629806518555,,
6,1266,,,1.1448674201965332,69.2509765625
7,1299,0.22707949578762054,17.359346389770508,,
7,1349,0.19239063560962677,15.169315338134766,,
7,1399,0.19156260788440704,17.191301345825195,,
7,1447,,,1.142653465270996,83.5348129272461
8,1449,0.18742366135120392,16.34589385986328,,
8,1499,0.19229261577129364,17.6446475982666,,
8,1549,0.18574932217597961,16.048189163208008,,
8,1599,0.1743890345096588,14.487692832946777,,
8,1628,,,1.0346040725708008,84.4984130859375
9,1649,0.1877463161945343,16.941131591796875,,
9,1699,0.1651226133108139,12.550009727478027,,
9,1749,0.18097257614135742,15.280672073364258,,
9,1799,0.19105033576488495,13.769095420837402,,
9,1809,,,0.9552901983261108,75.19214630126953
10,1849,0.17201732099056244,14.852751731872559,,
10,1899,0.16284039616584778,14.379348754882812,,
10,1949,0.1792130023241043,18.779024124145508,,
10,1990,,,1.0304570198059082,87.47996520996094
