step,epoch,train/recon_error,train/loss,val/recon_error,val/loss
49,0,1.0867937803268433,2.0332717895507812,,
99,0,0.8239923715591431,2.176267385482788,,
149,0,0.5460870862007141,2.4596641063690186,,
184,0,,,0.8448488712310791,10.108794212341309
199,1,0.42188048362731934,3.314290761947632,,
249,1,0.339447021484375,4.9183502197265625,,
299,1,0.2925310730934143,5.533621311187744,,
349,1,0.2582787573337555,5.855030059814453,,
369,1,,,0.8301182985305786,18.219505310058594
399,2,0.23166537284851074,6.373266220092773,,
449,2,0.2243475317955017,6.427786827087402,,
499,2,0.22162386775016785,7.032954692840576,,
549,2,0.2338300198316574,7.383914947509766,,
554,2,,,0.9456011056900024,18.22541046142578
599,3,0.22181670367717743,7.313157558441162,,
649,3,0.20808890461921692,6.729785919189453,,
699,3,0.2065839171409607,7.3436150550842285,,
739,3,,,0.732262372970581,34.301490783691406
749,4,0.19477145373821259,7.105360507965088,,
799,4,0.1872594952583313,7.522507190704346,,
849,4,0.21814271807670593,8.105217933654785,,
899,4,0.19764603674411774,7.819901466369629,,
924,4,,,0.5244728922843933,42.49366760253906
949,5,0.21578891575336456,8.175743103027344,,
999,5,0.21646030247211456,7.790218353271484,,
1049,5,0.19176796078681946,8.147407531738281,,
1099,5,0.1918758898973465,8.836775779724121,,
1109,5,,,0.4664263427257538,43.25243377685547
1149,6,0.20233069360256195,8.051582336425781,,
1199,6,0.18053026497364044,7.8911356925964355,,
1249,6,0.17550593614578247,8.468379974365234,,
1294,6,,,0.41506269574165344,43.643394470214844
1299,7,0.15571893751621246,7.241109371185303,,
1349,7,0.1588042974472046,8.147994041442871,,
1399,7,0.1555819809436798,8.008834838867188,,
1449,7,0.16115419566631317,8.219170570373535,,
1479,7,,,0.4493066370487213,45.458518981933594
1499,8,0.1639946699142456,7.906571388244629,,
1549,8,0.13838909566402435,6.817887783050537,,
1599,8,0.15593065321445465,7.6191558837890625,,
1649,8,0.18454650044441223,8.025455474853516,,
1664,8,,,0.3970920443534851,61.337852478027344
1699,9,0.14870643615722656,6.643972396850586,,
1749,9,0.1559358388185501,7.794294834136963,,
1799,9,0.14443497359752655,7.9023118019104,,
1849,9,0.13836659491062164,8.016295433044434,,
1849,9,,,0.26776546239852905,72.81392669677734
1899,10,0.1543770432472229,8.050069808959961,,
1949,10,0.1507950723171234,8.547067642211914,,
1999,10,0.1497294157743454,8.851795196533203,,
2034,10,,,0.34531456232070923,50.125301361083984
