train/loss,epoch,train/recon_error,step,val/loss,val/recon_error
2.2701258659362793,0,1.0596239566802979,49,,
1.9079535007476807,0,0.787169337272644,99,,
1.6898937225341797,0,0.4870832860469818,149,,
,0,,158,7.760225772857666,0.772148609161377
