epoch,train/loss,step,train/recon_error,val/loss,val/recon_error
0,2.166139602661133,49,1.0710006952285767,,
0,1.7680408954620361,99,0.7709075808525085,,
0,,128,,6.184253692626953,0.6209097504615784
