epoch,train/loss,step,train/recon_error,val/loss,val/recon_error
0,2.3672704696655273,49,1.0577501058578491,,
0,1.8647868633270264,99,0.7595120072364807,,
0,1.5290842056274414,149,0.46488767862319946,,
0,,186,,5.446512699127197,0.5355315804481506
